task,seed,variant,base_variant,best_epoch,best_validation_loss,training_seconds,trainable_parameter_count,checkpoint_sha256,base_state_before_sha256,base_state_after_sha256,base_state_unchanged,source_f00_checkpoint_patchtst_sha256,patchtst_initial_state_sha256,patchtst_checkpoint_state_sha256,patchtst_final_loaded_state_sha256,patchtst_initial_complete_state_sha256,patchtst_final_loaded_complete_state_sha256,patchtst_state_unchanged,patchtst_locked_eval,initial_adapter_state_sha256,base_checkpoint_sha256,base_eval_during_adapter,base_parameters_require_grad,base_gradients_none
24h_1h,2061,F01,F00,24,0.1016785278916359,3.130915913003264,1532,7aa93b70dcf7fbce8b9178113cd045a419981f5479a9bc5cab09cbf49650b756,4e18ab7e0a578b6bc993930d06af153ab76de0f4f78860b06d1680f777536603,4e18ab7e0a578b6bc993930d06af153ab76de0f4f78860b06d1680f777536603,True,,,,,,,,,91be3cc1ab83034d93f562f01c467094e4529aac386bd8e31eace6acf6f6f5e2,61fd7d59930b62315eae3695a9157915a487d53f19748205e42daad8e0a8d038,True,False,True
24h_1h,2061,F11,F10,36,0.09309481084346771,4.067629639997904,1532,7572cc4904a1d758ab9757aec44cecc9090bf7b70354c1ec0347df46d8ea9cfa,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,True,,,,,,,,,91be3cc1ab83034d93f562f01c467094e4529aac386bd8e31eace6acf6f6f5e2,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,True,False,True
24h_1h,2061,B1,F10,37,0.09494947642087936,4.11750840399327,1532,6b2cd878dfdaca61f1c806cf145f52be5f412b6f910b29db0228564c957c92d2,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,True,,,,,,,,,91be3cc1ab83034d93f562f01c467094e4529aac386bd8e31eace6acf6f6f5e2,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,True,False,True
24h_1h,2061,B2,F10,40,0.09308990836143494,3.9774673150022863,1532,0b07e8a83c9796bcff55ce9d3eae744d3d3f23d4902dacfed365974ce21ba4e7,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,True,,,,,,,,,91be3cc1ab83034d93f562f01c467094e4529aac386bd8e31eace6acf6f6f5e2,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,True,False,True
24h_1h,2061,B_flat,F10,39,0.09233517944812775,2.9357027360019856,1532,0c753d0f0490f364466df898af283bc73efb09deed09d69cc309bc7931beb6eb,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,True,,,,,,,,,92299b5a9d294088f8135335424b3c59eb7d3d32da3858f94fcefda3ecc27e2f,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,True,False,True
24h_1h,2061,B3,F10,1,0.09604176133871078,0.8057915059980587,1532,34a82781a9519b5c43aeb25720772f907978444e9a342d8c66ff0f3e752a6e63,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,True,,,,,,,,,91be3cc1ab83034d93f562f01c467094e4529aac386bd8e31eace6acf6f6f5e2,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,True,False,True
24h_1h,2062,F00,F00,30,0.10130234062671661,15.961755506999907,21230,fe62bf3aa78ce6ed30b67d8d9c73be00cfdbeb82e203025631d463589199ee7b,20c85caf2e437cb2eabd5cbc23360bfc2af618ff2934488329ed09fe8be33793,84d0c86123e53bfb3f040931393f0dc5b4dd3d9ea7848988c44d873a73278f55,False,,1946c6d06d35715b5a463808026e619cca6d2c656e303e85c1b6e859d4647d71,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,3f5f3dbee806602ee0961d9f6ce25d938d5a7633ec952927ab93f9cce54168e6,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,False,False,,,,,
24h_1h,2062,F10,F10,39,0.09147791564464569,13.882416265994834,4588,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,fd6919832d40a45711477ab77b67bd080966baadf9cd12819da4d2993fb83098,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,False,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True,True,,,,,
24h_1h,2062,F01,F00,37,0.0998583659529686,4.00036229199759,1532,219c601d939d92e6d3f4aa8d66f5715374065cdd026be1d0f197a49680c2d06c,84d0c86123e53bfb3f040931393f0dc5b4dd3d9ea7848988c44d873a73278f55,84d0c86123e53bfb3f040931393f0dc5b4dd3d9ea7848988c44d873a73278f55,True,,,,,,,,,dd8b11bf5e4ea05ffd06c18e2263b500995461dccc5ba84454c6a51744ce0383,fe62bf3aa78ce6ed30b67d8d9c73be00cfdbeb82e203025631d463589199ee7b,True,False,True
24h_1h,2062,F11,F10,32,0.09054426103830338,3.953249656005937,1532,83de1bd77b8e6504ac7c2b6923cbfa92fe72b84cce24ae53ead9200696aca0fe,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,True,,,,,,,,,dd8b11bf5e4ea05ffd06c18e2263b500995461dccc5ba84454c6a51744ce0383,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,True,False,True
24h_1h,2062,B1,F10,8,0.09103980660438538,1.4719935500033898,1532,2f3f10e4207fdc5614e27fcd152a15f12c9c5545d44408c166142c99455ba419,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,True,,,,,,,,,dd8b11bf5e4ea05ffd06c18e2263b500995461dccc5ba84454c6a51744ce0383,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,True,False,True
24h_1h,2062,B2,F10,38,0.08936548233032227,3.9723819439968793,1532,b4708c9e7d0cb765f249aa2fcb61602f1414bcb6c68d415e37faa50558ae8ee1,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,True,,,,,,,,,dd8b11bf5e4ea05ffd06c18e2263b500995461dccc5ba84454c6a51744ce0383,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,True,False,True
24h_1h,2062,B_flat,F10,11,0.08940453827381134,1.3363306090031983,1532,c80fff9f4444576389e83adfd4ea8b65182359255c9962588107bb0b2c204fbf,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,True,,,,,,,,,198cf05c99d23881c2a5095f10ecb71e8947b30065475a1bf08f033f58f28430,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,True,False,True
24h_1h,2062,B3,F10,9,0.09146905690431595,1.481786557000305,1532,790d4046298e1c6e4283a23513f9ac6b436f28d99903bc60deeeb1032f966709,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,True,,,,,,,,,dd8b11bf5e4ea05ffd06c18e2263b500995461dccc5ba84454c6a51744ce0383,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,True,False,True
