task,seed,variant,base_variant,best_epoch,best_validation_loss,training_seconds,trainable_parameter_count,checkpoint_sha256,base_state_before_sha256,base_state_after_sha256,base_state_unchanged,source_f00_checkpoint_patchtst_sha256,patchtst_initial_state_sha256,patchtst_checkpoint_state_sha256,patchtst_final_loaded_state_sha256,patchtst_initial_complete_state_sha256,patchtst_final_loaded_complete_state_sha256,patchtst_state_unchanged,patchtst_locked_eval,initial_adapter_state_sha256,base_checkpoint_sha256,base_eval_during_adapter,base_parameters_require_grad,base_gradients_none
24h_1h,2060,F00,F00,26,0.10484232008457184,15.226866225995764,21230,750151c271705b182ac3dcb3bf6f512e8d6d51ab95678b56b917770f18c0c1e2,6254e4b29453b6b7b4d7022e73a047c55d379623080f3736a721d6ab29252ac8,54d7e46398e60bd227dbb392d7cfd76a143b9f0d58b245b24a856c595896f574,False,,950ff590321b23a23363c5a64812c5c9059cb918c00244f9d7ccda61befa80ae,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,274c59c91cae5786a10c1b620ddd49adf66a8b17e1afa81e9ab6a0713d271f13,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,False,False,,,,,
24h_1h,2060,F10,F10,39,0.09563901275396347,14.338577122005518,4588,ffa8b5f08dd0e9734d771c477432fbba947997037ae9b67c1f969809b6dcea5f,1458a468818840106a2cee5bb715a1e67659d0ad58f614d7936b8723863d9645,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,False,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,True,True,,,,,
24h_1h,2060,F01,F00,28,0.10185381025075912,3.5160882199998014,1532,16be2b0ce615ecce7dd85dfbcf2ebf3c407dabfc4e116f25e8592323a13150c7,54d7e46398e60bd227dbb392d7cfd76a143b9f0d58b245b24a856c595896f574,54d7e46398e60bd227dbb392d7cfd76a143b9f0d58b245b24a856c595896f574,True,,,,,,,,,5bda9b8ead44363d76b2efbaed7bf38db1247bec06d576da55af6bfc09ca84bb,750151c271705b182ac3dcb3bf6f512e8d6d51ab95678b56b917770f18c0c1e2,True,False,True
24h_1h,2060,F11,F10,26,0.09473269432783127,3.4203131279937224,1532,e0f32a727e2651631704cde5334307f8a39458cf6bf4405918f76a1a13544ea4,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,True,,,,,,,,,5bda9b8ead44363d76b2efbaed7bf38db1247bec06d576da55af6bfc09ca84bb,ffa8b5f08dd0e9734d771c477432fbba947997037ae9b67c1f969809b6dcea5f,True,False,True
24h_1h,2060,B1,F10,26,0.09492842853069305,3.371799475993612,1532,38d437e7045b309083dd1a9b6c08bc82f6542b8de1d394bb1df75409c6c2d016,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,True,,,,,,,,,5bda9b8ead44363d76b2efbaed7bf38db1247bec06d576da55af6bfc09ca84bb,ffa8b5f08dd0e9734d771c477432fbba947997037ae9b67c1f969809b6dcea5f,True,False,True
24h_1h,2060,B2,F10,27,0.09346793591976166,3.6323648160032462,1532,a46f48accb2a311066f803449a52163a4376c27945f824ef7936d645ece9d887,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,True,,,,,,,,,5bda9b8ead44363d76b2efbaed7bf38db1247bec06d576da55af6bfc09ca84bb,ffa8b5f08dd0e9734d771c477432fbba947997037ae9b67c1f969809b6dcea5f,True,False,True
24h_1h,2060,B_flat,F10,38,0.09264922142028809,2.762226926999574,1532,cf4ffad8eb6d7a0cec00f64041a418a387662de244172ba5076e2649742f0a4e,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,True,,,,,,,,,01be5df121d2cf8bdabf3d50053c1f83a78b1a54a7c4570ded2a624850482e5e,ffa8b5f08dd0e9734d771c477432fbba947997037ae9b67c1f969809b6dcea5f,True,False,True
24h_1h,2060,B3,F10,1,0.09566806256771088,0.9361910389998229,1532,a26a4e1e7c448942c6b1f43cbd1eac69c6c78a7db0ce6029e68daa082fd9951b,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,27011f47793fb0e7bbc77b0f9b13f85eab402d8d62a610f9dc824d70bea1f1e2,True,,,,,,,,,5bda9b8ead44363d76b2efbaed7bf38db1247bec06d576da55af6bfc09ca84bb,ffa8b5f08dd0e9734d771c477432fbba947997037ae9b67c1f969809b6dcea5f,True,False,True
24h_1h,2061,F00,F00,32,0.10404188185930252,16.46717727399664,21230,61fd7d59930b62315eae3695a9157915a487d53f19748205e42daad8e0a8d038,97bff708237d51863c4313282b0113821655e24cabb92652e7b107752b5450f1,4e18ab7e0a578b6bc993930d06af153ab76de0f4f78860b06d1680f777536603,False,,28ced39cdacb57e0c6eea1eb3cc6b58ba1ece85a2525db11ca51683a574934bc,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,a6033c1479534bbcc812ff60ac6ae8412d52d7d64aa1781e8a015aa7e805011b,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,False,False,,,,,
24h_1h,2061,F10,F10,10,0.09602341800928116,6.323462920998281,4588,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,b631992b6ed1b928d089846c92d5d7462d0b291d9d1f0b9b47675dafc9b5726b,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a,False,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,942e99b783c0dea31bf87f1b5af4a909b8ecf687bc378566ee605ebcaad79041,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,c149599a4d6e74ffc8a4e7a90694545ad82f7162403d0ac8b629832a807cc935,True,True,,,,,
