task,variant,seed,epoch,stage,patchtst_persistent_state_sha256,patchtst_complete_state_sha256,expected_persistent_state_sha256,expected_complete_state_sha256,persistent_tensor_count,complete_parameter_buffer_count,persistent_changed_tensor_count,complete_changed_tensor_count,persistent_changed_tensors_json,complete_changed_tensors_json,persistent_state_equal,all_parameters_and_buffers_equal,patchtst_eval,invariant_required,source_f00_checkpoint_patchtst_sha256,checkpoint_patchtst_sha256
24h_1h,F00,2060,23,epoch_after_validation,85f02d78dbec7b51768b8154f3573132150793ed5d91f0fc38e8290d9596221d,c9de18d071d2c05e7f848d4a68b8af11c26154b8c85909e2db069e15acf8d251,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,24,epoch_after_validation,0721f307ffc8ab4a45e301455f875feff25ed09c6beb12f57b5291226aea79f7,720d3825d87d6765329711f13cd2d7e1b7621e034b05da475115c98ce5eae170,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,25,epoch_after_validation,e9dae04166621774a5617f8c2f5194815ff8c493da27cf9d5a6740b9e7eebadf,5bc5e6a326f55d5c404c42b939577b66fee5da3be7af3fd4ebecd5ef370d8c95,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,26,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,26,best_checkpoint_saved,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,,,76,76,0,0,[],[],True,True,True,False,,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F00,2060,27,epoch_after_validation,b6c27266f28a96f7965b5a252d001de0fb189894780c2fc624906c17bcc5521b,d791c7e45ad9a9c0bb87ddaa103a9da61e1ba750a0e3a9d941c9d70f5e74f40a,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,28,epoch_after_validation,8c136be523385d0a66921771f3e0ace8b3b84ef2f8eca12bab255f3976945c0f,d56414a16809dc50768364982994f873300c3997721a7bb48333d33c14c45956,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,29,epoch_after_validation,e940e43e4c67468083c8949645816a87da3511ee3306ed25b2809d03e432eaad,a57b5eb792d58d9225d9bbb0fa2b745aaf943a1db8c470da1ee2e3b5637bc821,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,30,epoch_after_validation,c98323ff10d767f4e99f922bbdcf91ed6b03673f4760368c288059baf7193895,8682501f80275b7a813944f69722a374fafd2aca379d2cc43517e79f38e6ecba,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,31,epoch_after_validation,953b43c32f8d0f3566dc2b71036f469139fc087f5c921b15fd5658f26a762604,0fc1cfe58ff9d16cb03265f15e9eca046e34665d9e47f3366c14e9503cacc421,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,32,epoch_after_validation,6680b08f13bbb8f69b211bb369728c6a5bd84788fe1746eeb84c62ef9c43688e,3f104d46086ec6f6887c5b9071666326420743da1d453d892672597364b24ce1,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,33,epoch_after_validation,2eb0ce6d68cc8f39b534c4958e09868769855dceb0af7c6a8121129799704d01,704a5eb272bcc27ac82934167cf341d77ac688adf859a14ed1c9d10fbc790826,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,34,epoch_after_validation,9ad2a8b0ce32793eacfd6379aab92cdeca89c084462d076d906727ba8c4cd3a9,8268dc717c443d79e08be22e871d51bb7872ab0fadb75da1320345c374e33abf,,,76,76,0,0,[],[],True,True,True,False,,
24h_1h,F00,2060,26,final_best_checkpoint_loaded,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,,,76,76,0,0,[],[],True,True,True,False,,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F10,2060,,f10_after_f00_checkpoint_initialization,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,1,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,1,best_checkpoint_saved,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F10,2060,2,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,2,best_checkpoint_saved,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F10,2060,3,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,3,best_checkpoint_saved,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F10,2060,4,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,4,best_checkpoint_saved,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F10,2060,5,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,6,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,6,best_checkpoint_saved,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F10,2060,7,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,7,best_checkpoint_saved,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F10,2060,8,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,9,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,10,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,10,best_checkpoint_saved,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F10,2060,11,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,11,best_checkpoint_saved,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F10,2060,12,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
24h_1h,F10,2060,12,best_checkpoint_saved,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b
24h_1h,F10,2060,13,epoch_after_validation,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,7bdd0b9d705dc546232ced795b17e8d6ead4196631c9ba1115ed42c368e2d43f,76,76,0,0,[],[],True,True,True,True,a0b7ea3cc104264645ffffffe46f67249f3b4e07662bc2b1e7949699dc697a2b,
