variant,seed,rmse_difference_ugm3,mae_difference_ugm3,rmse_relative_change_percent
st_pairwise_delta_forecast,2024,-1.0763626098632812,-0.08395767211914062,-4.533582269410108
st_confident_delta_forecast,2024,-1.0389785766601562,-0.08301544189453125,-4.376122702777396
