variant,seed,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,disable_neighbor_rmse_ugm3,disable_neighbor_mae_ugm3,zero_neighbor_rmse_ugm3,zero_neighbor_mae_ugm3,shuffle_neighbor_rmse_ugm3,shuffle_neighbor_mae_ugm3,center_copy_neighbor_rmse_ugm3,center_copy_neighbor_mae_ugm3,alpha,spatial_residual_rms_ratio,gate_normalized_entropy,null_neighbor_weight_mean,gate_sample_std_mean,neighbor_out_weight_norm,spatial_forecast_weight_norm,fusion_stage
degraded_patchtst,2024,21,0.10150600969791412,11.543716601998312,0.008047966999583878,valid,21267,0.10150600969791412,0.318600077994206,0.17280206084251404,23.741989135742188,12.877161026000977,20.935197830200195,23.741989135742188,12.877161026000977,23.741989135742188,12.877161026000977,23.741989135742188,12.877161026000977,23.741989135742188,12.877161026000977,0.0,0.0,0.9995831251144409,0.053006649017333984,0.0022502876818180084,0.0,0.0,input
st_pairwise_delta_forecast,2024,30,0.09251092374324799,12.21798354999919,0.008913981000659987,valid,21268,0.09251092374324799,0.304156084508017,0.1716754287481308,22.665626525878906,12.793203353881836,21.71844482421875,23.696889877319336,13.311860084533691,24.360315322875977,15.11791706085205,24.852998733520508,15.25637435913086,23.492137908935547,13.026844024658203,0.11875845491886139,0.03736982054922356,0.9682953953742981,0.044844042509794235,0.025221019983291626,0.0,0.6762547492980957,forecast
st_confident_delta_forecast,2024,30,0.09281634539365768,12.26294197399693,0.00894385100400541,valid,21268,0.09281634539365768,0.3046577512449957,0.171688050031662,22.70301055908203,12.794145584106445,21.778703689575195,23.68657684326172,13.278299331665039,24.21205711364746,14.716432571411133,24.628520965576172,14.86414909362793,23.492502212524414,12.997818946838379,0.12009969353675842,0.03594712334968829,0.9712077379226685,0.05014432966709137,0.02403566800057888,0.0,0.7086979746818542,forecast
