epoch,train_loss,valid_loss
1,0.16472228445270165,0.2925419211387634
2,0.164567047284578,0.292062908411026
3,0.16446862622960548,0.29203611612319946
4,0.16435269670512842,0.2916911840438843
5,0.16425672572897168,0.29157036542892456
6,0.16413300395191854,0.2914804518222809
7,0.16407884704870732,0.2913851737976074
8,0.1639894852249145,0.29126518964767456
9,0.1638441883859839,0.29101628065109253
10,0.1637315193915359,0.29074203968048096
11,0.16364543476347873,0.2909698486328125
12,0.1636031821435108,0.29094186425209045
13,0.16349881435052455,0.29105573892593384
14,0.16344591598809066,0.2908463776111603
15,0.1633396277848365,0.29083847999572754
16,0.16330351200390886,0.2908206284046173
