variant,seed,best_epoch,beta,trained_epochs,trainable_parameter_count,rmse_ugm3,mae_ugm3,smape_percent,element_count
st_rfft,7001,8,0.11578381806612015,14,5901,21.16100627065861,13.734539069103699,36.769153744055856,20604
st_time,7001,4,0.10742571949958801,10,5901,21.18986611434102,13.716532600108824,36.63664503278106,20604
st_rfft,7002,7,0.11356697231531143,13,5901,21.132003494971148,13.806636141379165,37.07994549854525,20604
st_time,7002,30,0.1543014496564865,30,5901,21.099668388584746,13.712715019140168,36.379704540481136,20604
st_rfft,7003,26,0.13917037844657898,30,5901,20.924032213727774,13.648845015810753,36.55829056877599,20604
st_time,7003,8,0.11433959752321243,14,5901,20.970759550376677,13.618174306491444,36.24136869661413,20604
st_rfft,7004,6,0.11033950001001358,12,5901,21.066410150105206,13.679856234628051,36.687874142714904,20604
st_time,7004,6,0.10952021181583405,12,5901,21.06468331615457,13.653512643300498,36.563444071037836,20604
st_rfft,7005,3,0.1062629371881485,9,5901,21.34208891209471,13.860324602269635,36.94120578015226,20604
st_time,7005,3,0.10545533150434494,9,5901,21.311779060044497,13.857583085302473,36.96157179383693,20604
