variant,seed,rmse_difference_ugm3,mae_difference_ugm3,rmse_relative_change_percent
st_station_bias_delta_forecast,2037,-0.6055812835693359,-0.1981039047241211,-2.853285998292876
st_station_bias_delta_forecast,2038,-0.6271495819091797,-0.04672050476074219,-2.9227140804708784
st_station_bias_delta_forecast,2039,-0.6691761016845703,-0.29677867889404297,-3.1291593311409738
st_station_bias_delta_forecast,2040,-0.69842529296875,-0.19983196258544922,-3.286613156523144
st_station_bias_delta_forecast,2041,-0.6222724914550781,-0.14487648010253906,-2.9049068395263555
