variant,seed,rmse_difference_ugm3,mae_difference_ugm3,rmse_relative_change_percent
st_station_bias_delta_forecast,2032.0,-0.1195220947265625,0.045635223388671875,-0.2774398180861892
st_station_bias_delta_forecast,2033.0,-0.14183807373046875,-0.121734619140625,-0.3416997794969512
st_station_bias_delta_forecast,2034.0,-0.07472610473633523,0.014581680297851562,-0.1743412474713213
st_station_bias_delta_forecast,2035.0,-0.19853591918944602,-0.18395805358887074,-0.47509813019741554
st_station_bias_delta_forecast,2036.0,-0.07450103759765625,-0.12165260314941762,-0.1718731862780598
